clothing_type,gender,season,city,color,review_score,price_range,sales_volume,date
Socks,Male,Spring,Jaipur,Blue,3.7976311797187883,10.007046248392175,872,2032-08-22 14:43:54.165463
Shoes,Female,Spring,Surat,Red,4.669348243360727,190.3170844474567,330,2035-11-25 14:43:54.165463
Lower,Female,Fall,Ludhiana,Pink,4.83150347797228,24.110421417669514,1018,2046-08-09 14:43:54.165463
Shorts,Male,Summer,Meerut,Pink,3.4729929591358872,57.04141342942689,1588,2043-12-27 14:43:54.165463
Shorts,Male,Summer,Vadodara,Black,3.5315889469776787,23.46182469597837,1717,2044-07-30 14:43:54.165463
Hoodie,Female,Fall,Ahmedabad,Black,3.4416996330175076,73.34521426231046,781,2050-12-03 14:43:54.165463
T-Shirt,Male,Spring,Indore,White,3.7002071351491574,23.67056180817121,740,2025-05-18 14:43:54.165463
Sweater,Female,Fall,Surat,Green,4.60951879718109,97.01042348704061,834,2050-09-15 14:43:54.165463
Jeans,Male,Fall,Bhopal,Yellow,4.29371493976892,44.91798616319759,1127,2033-01-28 14:43:54.165463
Scarf,Female,Summer,Chennai,Black,4.5718818357274,48.33778545193689,767,2048-09-20 14:43:54.165463
Socks,Male,Fall,Meerut,Grey,4.166062212670612,5.708858004993502,917,2035-11-09 14:43:54.165463
Shorts,Male,Fall,Pune,Yellow,3.5154661561182934,29.644530732053354,878,2048-05-06 14:43:54.165463
Socks,Male,Spring,Delhi,Red,3.4559883604250885,11.962770891010852,839,2042-03-07 14:43:54.165463
Scarf,Female,Winter,Patna,White,3.0180014117274996,41.46202602981754,1134,2028-04-04 14:43:54.165463
Jacket,Female,Spring,Ludhiana,Pink,4.561964273748145,192.66690763150535,223,2033-05-01 14:43:54.165463
Socks,Male,Summer,Ludhiana,Yellow,4.694242452329435,11.42063646941564,838,2035-02-15 14:43:54.165463
Skirt,Male,Winter,Ludhiana,Yellow,4.536565199256833,83.01170656725108,705,2025-02-02 14:43:54.165463
Kurta,Male,Spring,Ghaziabad,Yellow,3.1488041154569815,119.98788098897626,370,2046-09-06 14:43:54.165463
T-Shirt,Male,Fall,Pune,Yellow,4.524443254339732,34.99091133518173,826,2038-06-03 14:43:54.165463
T-Shirt,Female,Fall,Ahmedabad,Yellow,3.091534906300539,39.18217116352869,353,2030-07-21 14:43:54.165463
Blazer,Female,Winter,Visakhapatnam,Pink,3.2111861314127825,67.2326697825738,377,2034-11-26 14:43:54.165463
Skirt,Female,Winter,Bhopal,White,3.8809507458653343,60.91041806282595,754,2048-07-30 14:43:54.165463
Blazer,Male,Fall,Ahmedabad,Red,3.95229401784968,209.31353187140576,511,2050-06-03 14:43:54.165463
Lower,Male,Summer,Visakhapatnam,Yellow,4.632237273237393,38.968845800109236,923,2036-05-02 14:43:54.165463
Winter Cap,Female,Spring,Hyderabad,Yellow,4.359053784081821,36.20513752680846,937,2025-03-18 14:43:54.165463
Hoodie,Male,Fall,Mumbai,Red,3.3066403572624328,88.35465135952973,484,2024-11-18 14:43:54.165463
Shoes,Female,Spring,Agra,Black,3.4522935664576027,179.51690452585484,163,2027-02-21 14:43:54.165463
Winter Cap,Female,Spring,Chennai,Black,3.5713503765173735,13.899900568845982,934,2035-07-25 14:43:54.165463
T-Shirt,Female,Spring,Mumbai,Pink,3.2473452749097165,23.544939359812467,737,2027-04-12 14:43:54.165463
Winter Cap,Female,Spring,Faridabad,White,3.5752897727184614,10.887918196363911,787,2044-08-23 14:43:54.165463
Blazer,Male,Summer,Hyderabad,White,4.457196311079466,246.73213810398047,77,2047-11-30 14:43:54.165463
Dress,Female,Summer,Delhi,Green,3.482802940214566,76.87864882126287,1969,2044-05-11 14:43:54.165463
Winter Cap,Male,Summer,Nagpur,White,4.670719294120773,21.01280003446727,862,2028-04-18 14:43:54.165463
Dress,Female,Fall,Indore,Pink,3.9390339902504157,82.11507037583888,1001,2038-06-22 14:43:54.165463
Winter Cap,Female,Fall,Visakhapatnam,Red,3.6458715224887777,11.19380868536252,663,2024-07-11 14:43:54.165463
Sweater,Female,Fall,Lucknow,Yellow,3.824836209097746,54.594350720758136,899,2033-12-07 14:43:54.165463
Kurta,Female,Summer,Bangalore,Red,4.418993481186983,50.801523282847796,965,2031-12-25 14:43:54.165463
Hoodie,Male,Spring,Kolkata,Pink,4.03358540649198,57.59981604692092,890,2027-07-19 14:43:54.165463
Shoes,Male,Summer,Surat,Green,3.014557327950116,195.02361775051634,171,2042-06-05 14:43:54.165463
Skirt,Male,Fall,Lucknow,Blue,4.84464769317015,78.87836604446724,942,2040-09-22 14:43:54.165463
Kurta,Male,Winter,Surat,Pink,3.1319920060037036,117.75908687886694,447,2036-07-02 14:43:54.165463
Shoes,Female,Fall,Pune,Pink,4.8772426976287715,117.97638999368829,548,2048-08-25 14:43:54.165463
Shoes,Male,Spring,Ahmedabad,Blue,3.0563056472401096,171.69560160341717,274,2034-04-24 14:43:54.165463
Hoodie,Male,Summer,Nashik,Red,4.541958669914897,93.57989168422911,693,2041-03-11 14:43:54.165463
Dress,Female,Winter,Delhi,Blue,4.069349416366577,174.8092508213158,437,2041-11-16 14:43:54.165463
Winter Cap,Male,Winter,Thane,Pink,4.011452361208212,12.969706682392557,1333,2025-11-20 14:43:54.165463
Dress,Male,Spring,Bhopal,Pink,3.1455570050880093,163.75194116727448,528,2036-03-21 14:43:54.165463
Sweater,Male,Summer,Hyderabad,Blue,3.4774900206758326,51.88121626818956,678,2042-03-08 14:43:54.165463
T-Shirt,Male,Winter,Agra,Grey,4.555094634130384,28.90434156967919,1363,2028-10-16 14:43:54.165463
Shirt,Female,Fall,Bhopal,Pink,4.782519659844988,47.45601765628171,982,2029-03-30 14:43:54.165463
Shorts,Female,Spring,Kanpur,Green,4.0582373621059595,47.0052016034718,745,2025-09-08 14:43:54.165463
T-Shirt,Male,Winter,Indore,Pink,3.7066867927251907,35.92735890818271,643,2025-02-14 14:43:54.165463
Jacket,Female,Spring,Kanpur,Pink,3.1198864161284217,66.3657312152054,434,2023-12-11 14:43:54.165463
Shirt,Male,Summer,Ludhiana,Yellow,4.36435705213268,75.88347091844358,1039,2026-08-30 14:43:54.165463
Shorts,Male,Summer,Bhopal,White,3.5568932213725653,37.58581607205984,1169,2050-03-03 14:43:54.165463
T-Shirt,Male,Summer,Bhopal,White,3.1100274299842936,15.077764516537634,1225,2047-02-24 14:43:54.165463
Scarf,Female,Fall,Agra,Blue,4.331703458197245,29.507614340129095,2603,2030-01-17 14:43:54.165463
Scarf,Female,Winter,Kanpur,Black,3.9714395870675165,33.07160515115169,2181,2023-11-21 14:43:54.165463
Pants,Female,Summer,Delhi,Green,3.023924299403448,28.78810768645261,824,2033-02-14 14:43:54.165463
Jacket,Female,Fall,Nashik,Yellow,3.221848078212694,72.67028891243024,1316,2047-03-02 14:43:54.165463
Shoes,Female,Summer,Faridabad,Yellow,4.398403858491888,199.03582572362916,280,2026-05-21 14:43:54.165463
Sweater,Female,Summer,Indore,Blue,3.127342666131577,100.33965515168642,464,2031-10-20 14:43:54.165463
Pants,Male,Winter,Lucknow,Black,4.731926129685981,32.33300806406563,837,2028-06-29 14:43:54.165463
Socks,Female,Fall,Jaipur,Black,3.622652554839865,13.704640995443846,771,2028-04-20 14:43:54.165463
Skirt,Male,Summer,Agra,Yellow,3.1773329408728492,56.54703080521402,928,2035-01-25 14:43:54.165463
Skirt,Male,Fall,Kolkata,Green,4.519514756336131,68.06182860899438,1075,2030-04-27 14:43:54.165463
Jeans,Female,Fall,Kanpur,White,4.048854468906048,77.64281548539098,484,2047-02-25 14:43:54.165463
Hoodie,Male,Summer,Visakhapatnam,Yellow,3.6132800647585954,33.37042475179793,687,2043-10-01 14:43:54.165463
Skirt,Male,Summer,Jaipur,Grey,3.812196683338536,52.07942176935481,1213,2042-11-29 14:43:54.165463
Winter Cap,Male,Spring,Chennai,Grey,3.042824791209652,13.7656174608438,727,2036-07-08 14:43:54.165463
Pants,Female,Winter,Kanpur,Pink,4.3253970750788575,51.89324507599112,882,2032-08-10 14:43:54.165463
Socks,Female,Summer,Ghaziabad,Yellow,3.731547377926889,18.60975079969315,800,2045-02-14 14:43:54.165463
Blazer,Male,Spring,Surat,Pink,4.42807513945626,249.15122678821334,56,2044-10-06 14:43:54.165463
Hoodie,Female,Winter,Jaipur,Red,4.256342291905094,96.097714793773,1821,2050-03-11 14:43:54.165463
Shoes,Male,Summer,Kanpur,Black,4.302508371819476,197.8545687462215,215,2046-12-07 14:43:54.165463
Jacket,Female,Fall,Mumbai,Red,4.585785422008865,52.28694736705328,1813,2041-02-15 14:43:54.165463
Lower,Male,Winter,Delhi,Grey,4.262316156752502,49.17787913776111,846,2024-10-15 14:43:54.165463
Hoodie,Male,Fall,Vadodara,Red,3.837451858483785,49.10641671235754,812,2049-12-10 14:43:54.165463
Blazer,Female,Spring,Mumbai,Green,3.779855123469271,224.46741587113604,124,2045-05-12 14:43:54.165463
Lower,Female,Summer,Bhopal,Grey,3.239164213529712,52.549339624961696,725,2043-05-16 14:43:54.165463
Shorts,Female,Spring,Bhopal,Yellow,4.5588868263124835,36.94698303531816,991,2047-02-14 14:43:54.165463
Jacket,Female,Summer,Patna,White,4.522216883509244,120.98910126547362,814,2044-12-02 14:43:54.165463
Kurta,Female,Summer,Patna,Grey,3.492596734171047,69.16008358917928,474,2042-09-01 14:43:54.165463
Shorts,Male,Fall,Nashik,Pink,4.72536382539629,31.55216144881208,1162,2029-07-08 14:43:54.165463
Sweater,Male,Spring,Nagpur,Pink,4.178006515581257,108.58808175203635,508,2024-12-03 14:43:54.165463
Blazer,Male,Fall,Agra,Green,3.9573736847891343,228.88204884733315,311,2043-02-03 14:43:54.165463
Shoes,Female,Fall,Kanpur,Black,3.0349926032509917,78.78034581724621,327,2028-05-29 14:43:54.165463
Skirt,Female,Fall,Jaipur,White,3.7654823717286323,49.28672745054531,1183,2047-01-14 14:43:54.165463
Jacket,Male,Spring,Ahmedabad,Yellow,4.281341536471326,66.297198959339,1000,2045-12-14 14:43:54.165463
Sweater,Male,Summer,Jaipur,Grey,3.179495675376767,109.16530872347685,499,2025-09-21 14:43:54.165463
Dress,Male,Summer,Nagpur,Blue,3.9191346177750965,167.47332982162393,867,2034-12-28 14:43:54.165463
Sweater,Male,Spring,Bhopal,White,4.986871902723192,76.40734902405481,1410,2040-03-05 14:43:54.165463
Blazer,Female,Summer,Surat,Pink,4.433077274418135,191.64968974995386,313,2026-10-02 14:43:54.165463
Shorts,Male,Spring,Bhopal,Green,4.093741775003209,49.91787758362618,1069,2032-12-29 14:43:54.165463
Shorts,Female,Spring,Indore,Green,4.066065769878153,28.152449098408997,870,2040-05-27 14:43:54.165463
Kurta,Male,Summer,Meerut,Red,3.087530164516389,142.8132971064273,404,2050-06-04 14:43:54.165463
Sweater,Female,Winter,Delhi,Grey,4.914628874815872,74.50570352912125,2251,2042-12-03 14:43:54.165463
Shorts,Female,Fall,Meerut,Yellow,4.856355320570086,23.698061500017076,718,2031-09-04 14:43:54.165463
Kurta,Female,Spring,Vadodara,Blue,4.364809421350893,83.67908686170361,718,2026-09-22 14:43:54.165463
Dress,Female,Spring,Lucknow,Yellow,3.1980232993630997,126.22228508383654,958,2041-11-03 14:43:54.165463
Hoodie,Male,Winter,Vadodara,White,3.4156677934988764,54.69762340266922,1288,2049-04-10 14:43:54.165463
Skirt,Male,Spring,Lucknow,Blue,3.3678190717511702,78.94430994262818,960,2032-03-29 14:43:54.165463
Kurta,Male,Spring,Indore,Yellow,4.039156970202438,137.02549784487502,577,2051-03-30 14:43:54.165463
Blazer,Female,Summer,Thane,Red,3.4156077490039713,206.65950363260507,177,2029-11-18 14:43:54.165463
Skirt,Male,Summer,Meerut,Blue,4.391601123088396,74.98606140681127,1329,2031-05-28 14:43:54.165463
Shorts,Male,Winter,Kolkata,Blue,4.090459771938778,40.48629925646661,840,2026-09-11 14:43:54.165463
Pants,Male,Spring,Thane,White,3.035316354085311,38.99549171833523,1104,2048-08-31 14:43:54.165463
Socks,Female,Fall,Faridabad,Blue,4.488114474071303,11.8241924749615,1323,2049-10-16 14:43:54.165463
Blazer,Female,Summer,Nashik,Red,3.377657473307897,115.66105235625366,469,2044-06-11 14:43:54.165463
Jeans,Female,Fall,Meerut,Grey,4.649770239361354,114.72187048717798,559,2036-04-09 14:43:54.165463
Kurta,Male,Fall,Pune,Black,3.710090874245958,139.8042272685327,579,2041-08-21 14:43:54.165463
Hoodie,Male,Winter,Hyderabad,Black,3.6772393599632727,40.907846831250566,1520,2036-10-12 14:43:54.165463
Scarf,Male,Winter,Patna,Green,3.023634671556421,43.791707741797694,1145,2027-10-27 14:43:54.165463
Dress,Female,Spring,Indore,Black,4.975457965846035,139.89348406202492,1363,2047-08-21 14:43:54.165463
Kurta,Male,Winter,Ludhiana,White,4.224008678343727,147.27328926166652,568,2046-01-07 14:43:54.165463
Sweater,Female,Summer,Patna,Green,3.8454603323719816,69.7479926450134,790,2035-03-29 14:43:54.165463
Shirt,Female,Spring,Hyderabad,Black,3.193242808922678,71.9413341419349,1021,2028-09-22 14:43:54.165463
Jacket,Female,Spring,Delhi,Black,4.398296128302034,127.68258801925646,738,2043-02-12 14:43:54.165463
Jeans,Female,Fall,Ludhiana,Green,3.5654609399838777,45.552039735388455,792,2041-12-23 14:43:54.165463
Shirt,Male,Fall,Chennai,White,4.9765616367510574,28.0397087328899,951,2049-01-03 14:43:54.165463
Dress,Male,Fall,Lucknow,Green,4.901094718298646,61.485044788771084,1011,2038-03-20 14:43:54.165463
Shirt,Female,Spring,Mumbai,Pink,4.470593357605577,44.25241915040709,1435,2040-02-06 14:43:54.165463
Scarf,Male,Winter,Thane,Grey,4.942143860565938,24.068958703415635,1989,2033-05-08 14:43:54.165463
Jeans,Female,Winter,Kanpur,Pink,3.2112677249075254,98.26613349647201,284,2045-03-06 14:43:54.165463
Jeans,Male,Winter,Faridabad,White,3.5598307210730904,97.27381879376993,347,2039-01-14 14:43:54.165463
Kurta,Male,Spring,Patna,White,3.506486577582358,146.8534037834309,396,2037-06-15 14:43:54.165463
Kurta,Female,Spring,Ahmedabad,Yellow,3.144025316918605,74.14299079866358,465,2049-07-03 14:43:54.165463
Shirt,Female,Spring,Lucknow,Red,4.944453195942912,85.99938544573854,1913,2035-08-02 14:43:54.165463
T-Shirt,Female,Spring,Faridabad,Black,3.1199481732937877,36.44977112207073,470,2049-03-16 14:43:54.165463
Jacket,Female,Spring,Ludhiana,Yellow,4.7133778079886595,124.29630664851807,735,2038-12-24 14:43:54.165463
Dress,Male,Winter,Vadodara,Black,4.536322849153678,135.15858600478413,528,2047-10-05 14:43:54.165463
Jeans,Female,Spring,Agra,Yellow,3.7517341749429187,96.22043612684695,589,2038-07-10 14:43:54.165463
Shorts,Male,Winter,Mumbai,Grey,3.0376147252595977,26.87716115436966,203,2027-04-04 14:43:54.165463
Dress,Female,Spring,Visakhapatnam,Blue,3.0121918099637393,146.48159297725977,780,2051-04-03 14:43:54.165463
Winter Cap,Male,Winter,Pune,Pink,3.4079876813878465,31.755182934009298,1657,2047-07-24 14:43:54.165463
Winter Cap,Female,Summer,Nashik,Grey,3.9877531600675864,39.925968518463364,439,2041-08-29 14:43:54.165463
Shorts,Male,Summer,Bhopal,Green,3.915819956370303,56.47791122689902,1572,2039-10-04 14:43:54.165463
Jeans,Male,Winter,Lucknow,Yellow,4.170585153129855,94.77281853474332,545,2026-04-08 14:43:54.165463
Jeans,Male,Summer,Vadodara,Pink,4.543918619321524,96.98909704773223,938,2032-05-31 14:43:54.165463
Socks,Female,Summer,Faridabad,Red,3.7547092297204117,19.18978450751878,601,2028-02-23 14:43:54.165463
Blazer,Female,Winter,Lucknow,Black,3.320727391018635,243.76387186699324,80,2046-08-09 14:43:54.165463
Scarf,Female,Spring,Thane,Blue,4.600097833656848,43.94378190252946,1209,2032-02-26 14:43:54.165463
Lower,Female,Spring,Pune,Red,3.665381362662422,50.695741820286436,697,2036-06-03 14:43:54.165463
Kurta,Male,Winter,Indore,White,3.5737637955867014,52.25024057013802,558,2039-11-21 14:43:54.165463
Kurta,Male,Fall,Mumbai,Grey,4.5286240768584705,131.33544106286993,618,2039-06-02 14:43:54.165463
Shirt,Male,Fall,Surat,Black,4.868278876166289,41.45771909962638,1190,2051-01-23 14:43:54.165463
Jeans,Female,Summer,Kolkata,Pink,4.829922564021514,85.10274368153702,851,2038-09-01 14:43:54.165463
Kurta,Male,Fall,Patna,Yellow,3.274884851714357,84.59097174816188,455,2043-07-30 14:43:54.165463
Jeans,Male,Summer,Kanpur,Green,4.006316306938599,67.64858405097928,869,2037-09-03 14:43:54.165463
T-Shirt,Female,Spring,Delhi,Red,3.185740567456347,25.8587500513471,607,2033-09-11 14:43:54.165463
Lower,Female,Winter,Patna,Pink,4.9219519178128,54.21708322629959,1057,2031-09-15 14:43:54.165463
Shorts,Male,Spring,Ludhiana,Blue,3.430455771753679,50.76544482687377,742,2042-01-29 14:43:54.165463
Scarf,Female,Winter,Kolkata,Green,3.394859149531549,33.32070633430455,1663,2027-05-17 14:43:54.165463
Pants,Female,Fall,Ghaziabad,White,4.777771346012959,61.54642716254513,2421,2037-07-22 14:43:54.165463
Jacket,Female,Spring,Kanpur,Green,4.935701110243929,197.67919255160135,361,2035-10-01 14:43:54.165463
Hoodie,Female,Spring,Ghaziabad,Pink,4.395264518590514,57.827459504456016,734,2050-06-01 14:43:54.165463
T-Shirt,Male,Summer,Meerut,Pink,3.24201006739845,34.28852121033513,1302,2033-07-31 14:43:54.165463
Scarf,Male,Winter,Indore,Blue,3.971711221081348,33.67332994010699,2245,2047-06-21 14:43:54.165463
Blazer,Male,Fall,Surat,White,4.633210188123208,237.83475127882969,216,2045-01-21 14:43:54.165463
Lower,Male,Spring,Jaipur,Blue,4.14495436741649,34.062496704434366,676,2029-09-18 14:43:54.165463
Shorts,Male,Winter,Nashik,Pink,3.2651897094566693,59.45019000870981,611,2037-08-22 14:43:54.165463
Pants,Female,Fall,Thane,Black,3.3437754990064557,41.75836874652517,1307,2043-04-05 14:43:54.165463
Shirt,Male,Spring,Ghaziabad,Blue,4.72828335166961,32.078957296062086,1496,2029-07-16 14:43:54.165463
Sweater,Male,Winter,Faridabad,Grey,4.054058327374967,49.35301589315421,1932,2034-03-08 14:43:54.165463
Jeans,Female,Summer,Surat,Green,4.411673547533425,74.09770734913745,855,2028-07-22 14:43:54.165463
Winter Cap,Female,Spring,Vadodara,Pink,3.7461250524661294,29.49267849499742,1181,2027-01-20 14:43:54.165463
Skirt,Female,Winter,Vadodara,Black,4.064971165837683,66.17776540168137,988,2023-12-09 14:43:54.165463
Dress,Male,Fall,Kanpur,Black,4.9542062807753835,95.79755383755001,1152,2032-09-23 14:43:54.165463
Hoodie,Female,Fall,Nashik,Red,3.6594060739362764,69.3423285994743,743,2035-09-12 14:43:54.165463
Pants,Female,Summer,Kanpur,Green,4.349577055016549,71.13434519730674,487,2042-09-24 14:43:54.165463
Shirt,Female,Spring,Jaipur,Green,3.3450111143904593,79.53051679650119,1112,2044-08-15 14:43:54.165463
Pants,Male,Summer,Ghaziabad,White,3.2434797705206666,64.9425338500227,524,2029-03-21 14:43:54.165463
Jeans,Female,Winter,Hyderabad,Blue,4.567280222518059,116.1958766594674,628,2045-01-10 14:43:54.165463
Shirt,Female,Fall,Mumbai,Yellow,4.6882164199743315,63.363303383459474,743,2043-10-12 14:43:54.165463
Winter Cap,Male,Summer,Bhopal,Blue,4.336623390698831,10.22972912962267,1189,2043-03-05 14:43:54.165463
Scarf,Female,Spring,Mumbai,Green,3.3163916750889504,25.182537148425517,614,2044-10-31 14:43:54.165463
Sweater,Male,Winter,Nagpur,Blue,3.481175931285077,59.616702836757554,1605,2038-09-25 14:43:54.165463
Shirt,Male,Spring,Bangalore,Green,4.822351416190223,60.576195024718906,2442,2032-06-10 14:43:54.165463
Skirt,Female,Summer,Kanpur,Pink,3.5774080975995126,93.34226299712375,1398,2031-05-04 14:43:54.165463
Kurta,Male,Fall,Nashik,Black,4.637721032394235,132.19264598974036,613,2045-10-15 14:43:54.165463
Shoes,Female,Fall,Jaipur,Blue,3.571874577820803,84.82594779624618,490,2038-04-11 14:43:54.165463
Jeans,Female,Summer,Hyderabad,Pink,4.878925138646869,81.55121887552554,865,2038-04-09 14:43:54.165463
Shirt,Female,Spring,Delhi,Blue,4.828905825674006,67.84466130288251,2082,2035-12-20 14:43:54.165463
Dress,Female,Spring,Agra,Green,3.0865263472575757,178.3140579852049,537,2030-03-20 14:43:54.165463
Skirt,Male,Spring,Agra,Pink,4.540827973734817,32.19119735522156,1956,2047-07-01 14:43:54.165463
Kurta,Female,Spring,Jaipur,Green,3.338923520468814,91.02650484473516,510,2042-10-17 14:43:54.165463
Socks,Female,Fall,Ghaziabad,White,3.4305432518127628,19.8216298101158,856,2026-10-26 14:43:54.165463
Lower,Female,Spring,Faridabad,Blue,3.9196904246629516,59.0882318811238,755,2026-07-25 14:43:54.165463
T-Shirt,Male,Summer,Nagpur,Red,4.1526362994989,26.57542811591702,1926,2039-07-20 14:43:54.165463
Kurta,Male,Summer,Indore,Grey,3.651599437940984,40.00184098837282,895,2048-04-22 14:43:54.165463
Pants,Female,Summer,Bangalore,Green,4.150766731108418,57.270402172378375,504,2027-08-09 14:43:54.165463
Winter Cap,Male,Summer,Patna,Red,3.341316742682273,36.008165523786715,607,2025-11-30 14:43:54.165463
Socks,Male,Spring,Jaipur,Black,3.0446753087620744,9.864458362668337,460,2040-10-05 14:43:54.165463
T-Shirt,Female,Fall,Thane,Black,4.142448776723526,47.699448769181956,731,2033-01-21 14:43:54.165463
Shoes,Female,Winter,Agra,Grey,4.034830519924638,99.90536556668945,490,2037-06-26 14:43:54.165463
Winter Cap,Female,Spring,Faridabad,Red,4.379307928151849,28.306039599177073,785,2037-01-22 14:43:54.165463
Shirt,Female,Winter,Surat,Yellow,4.299644123935649,71.93299475680628,615,2041-05-27 14:43:54.165463
Kurta,Female,Fall,Meerut,Black,4.79497276046791,77.99573409448979,1256,2050-04-14 14:43:54.165463
Dress,Male,Spring,Visakhapatnam,Red,3.9189372403230918,92.54786562260281,1277,2039-03-30 14:43:54.165463
Scarf,Female,Winter,Nagpur,White,3.016738949385884,31.44981903893209,1476,2051-02-20 14:43:54.165463
Hoodie,Female,Fall,Mumbai,White,4.261305363193708,88.46563996732024,797,2035-10-28 14:43:54.165463
Lower,Female,Winter,Lucknow,Black,4.350264859206437,24.034030702489137,1107,2037-01-19 14:43:54.165463
Jacket,Female,Summer,Ahmedabad,Pink,4.042989978791939,144.72190780981873,485,2025-02-05 14:43:54.165463
Socks,Female,Summer,Jaipur,Red,4.378609740482432,15.1602189396389,1442,2031-05-01 14:43:54.165463
Shoes,Male,Fall,Kolkata,Red,3.6471676264723056,133.6809139983705,449,2046-12-17 14:43:54.165463
Socks,Female,Fall,Kolkata,Grey,3.2976166063821584,19.03757581063434,432,2024-03-12 14:43:54.165463
Pants,Male,Winter,Delhi,Grey,4.329107327912813,58.10948943140007,800,2030-03-18 14:43:54.165463
Jacket,Female,Fall,Vadodara,Red,3.4903728584310576,145.18651266155564,599,2044-05-03 14:43:54.165463
Pants,Female,Summer,Ghaziabad,Grey,3.9126318185684097,57.98680153531621,520,2044-08-24 14:43:54.165463
Shoes,Female,Summer,Patna,Yellow,3.983245461223297,158.30281623922505,412,2029-06-06 14:43:54.165463
Hoodie,Male,Spring,Surat,Black,3.9543991009367767,39.47865909577261,467,2036-11-19 14:43:54.165463
Jacket,Female,Winter,Meerut,Yellow,4.196898287359912,184.14144852864604,675,2029-06-17 14:43:54.165463
Hoodie,Female,Fall,Ahmedabad,Red,3.0589074178517177,32.97446260433373,378,2033-11-08 14:43:54.165463
Shoes,Female,Fall,Bhopal,Green,4.979364989860176,146.11159400809734,550,2025-06-25 14:43:54.165463
Scarf,Female,Fall,Nashik,Red,4.432620947877142,36.541832627108775,2341,2043-07-19 14:43:54.165463
Pants,Female,Winter,Meerut,Green,3.8507755635975256,36.446662008465935,678,2040-09-23 14:43:54.165463
Hoodie,Female,Summer,Ahmedabad,White,3.3826600605804886,32.84976815788956,502,2043-02-11 14:43:54.165463
Socks,Female,Fall,Thane,Green,3.160354644886713,7.082530955721636,614,2031-01-31 14:43:54.165463
Jacket,Male,Fall,Agra,White,4.344380841252244,90.75080824268323,1689,2029-09-16 14:43:54.165463
Kurta,Female,Summer,Bhopal,Grey,3.633911229917117,137.03162596149483,425,2045-04-21 14:43:54.165463
Lower,Female,Fall,Hyderabad,Black,3.4589569164997362,54.22937616719961,608,2036-02-20 14:43:54.165463
Dress,Female,Spring,Indore,Pink,3.759908774224667,53.62050252591698,1618,2045-02-08 14:43:54.165463
Shorts,Male,Summer,Faridabad,Pink,4.185846175615421,31.570720321227395,1761,2026-07-27 14:43:54.165463
Blazer,Male,Summer,Visakhapatnam,Yellow,4.343410433368002,228.97008621732022,193,2025-04-12 14:43:54.165463
Jeans,Female,Summer,Visakhapatnam,Yellow,4.290340138709061,58.932722275569624,794,2050-08-27 14:43:54.165463
Blazer,Male,Spring,Ludhiana,White,4.726531166983947,249.23340772596848,84,2036-06-07 14:43:54.165463
Jacket,Female,Summer,Bhopal,White,3.4375148621402305,88.52602936809598,474,2044-10-03 14:43:54.165463
Scarf,Female,Winter,Jaipur,Red,4.273492326394271,40.86896398348499,1465,2032-04-22 14:43:54.165463
Blazer,Male,Winter,Delhi,Blue,3.2022287523721884,139.24124297856477,549,2029-11-17 14:43:54.165463
Jacket,Female,Winter,Lucknow,White,4.095869379798356,70.43668280667869,1793,2028-08-15 14:43:54.165463
Socks,Male,Summer,Thane,Green,4.167916804979343,8.827319199932058,1030,2039-12-25 14:43:54.165463
Pants,Male,Summer,Bangalore,Black,3.4324745978683473,62.13149415917983,567,2043-11-14 14:43:54.165463
Blazer,Male,Summer,Faridabad,Grey,3.783386259982474,124.04071638692551,721,2042-12-21 14:43:54.165463
Dress,Female,Spring,Bhopal,Yellow,4.654385779167605,126.55730978106457,1427,2027-10-31 14:43:54.165463
Socks,Female,Winter,Ludhiana,Green,3.296818107505927,8.082965641534393,794,2029-09-01 14:43:54.165463
Lower,Female,Fall,Vadodara,Yellow,3.8690123952316804,37.943238887312035,786,2049-10-20 14:43:54.165463
Socks,Female,Fall,Agra,Black,4.865466142422903,12.683686704263383,1119,2031-08-09 14:43:54.165463
Jacket,Female,Summer,Chennai,Grey,4.008217855399202,111.91768449714866,521,2027-08-27 14:43:54.165463
T-Shirt,Female,Spring,Indore,Green,4.450267423666574,21.927131097270784,1276,2028-09-13 14:43:54.165463
Shoes,Female,Summer,Ahmedabad,Yellow,4.653732079111101,119.23302869101065,401,2037-03-25 14:43:54.165463
Socks,Male,Fall,Ahmedabad,White,3.407548749690985,15.393508408085456,953,2046-12-27 14:43:54.165463
Shirt,Female,Winter,Chennai,Grey,3.4364344710658647,87.71886808368097,618,2048-09-22 14:43:54.165463
T-Shirt,Female,Fall,Patna,Blue,4.517182912196767,42.63325671672823,951,2034-08-03 14:43:54.165463
Blazer,Female,Winter,Agra,White,4.506613476352802,90.67939148861882,701,2038-08-16 14:43:54.165463
Jacket,Male,Winter,Patna,Pink,3.1203666412792384,90.90527747053102,931,2036-02-21 14:43:54.165463
Shoes,Male,Spring,Vadodara,Yellow,3.6449964813899287,61.8235843180025,703,2049-10-31 14:43:54.165463
Hoodie,Male,Fall,Delhi,Red,3.7970649838168757,39.495466698205455,941,2025-05-06 14:43:54.165463
Skirt,Female,Summer,Visakhapatnam,Green,4.658080806942308,47.547807540791325,2936,2028-05-13 14:43:54.165463
Kurta,Male,Spring,Mumbai,Blue,3.8437245108594746,61.9480102928042,875,2029-07-19 14:43:54.165463
